Descrição,Beneficiario,Data,Valor R$ 
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"94,96"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"112,53"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"119,86"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"124,45"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"128,97"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"132,18"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"134,48"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"138,07"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"141,93"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"153,28"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"157,26"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"176,40"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"185,77"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"194,57"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-19 00:00:00,"213,82"
Pagamento de Boleto,COMERCIO DE GENEROS ALIMENTICIOS MATHE,2022-09-19 00:00:00,"600,58"
Pagamento de Boleto,CONF NAC COOP CENTRAIS UNICRED,2022-09-19 00:00:00,"265,00"
Pagamento conta luz,COOPER DE ELETRIF DE BRAC,2022-09-19 00:00:00,"20,93"
Pagamento de Boleto,COOPERATIVA DE ELETRICIDADE DE SAO LUD,2022-09-19 00:00:00,"99,37"
Pagamento conta luz,COOPERCOCAL,2022-09-19 00:00:00,"65,78"
Pagamento conta luz,COOPERCOCAL,2022-09-19 00:00:00,"324,20"
Pagamento conta luz,COORSEL,2022-09-19 00:00:00,"22,33"
Pagamento conta luz,COORSEL,2022-09-19 00:00:00,"246,47"
Pgto conta água,CORSAN - PAC,2022-09-19 00:00:00,"181,68"
Pagamento de Boleto,DANIEL REDIVO,2022-09-19 00:00:00,"94,36"
Impostos,DAS - SIMPLES NACIONAL,2022-09-19 00:00:00,"61,60"
Impostos,DAS - SIMPLES NACIONAL,2022-09-19 00:00:00,"65,60"
Impostos,DAS - SIMPLES NACIONAL,2022-09-19 00:00:00,"72,32"
Impostos,DAS - SIMPLES NACIONAL,2022-09-19 00:00:00,"323,45"
Impostos,DAS - SIMPLES NACIONAL,2022-09-19 00:00:00,"3507,23"
Pagamento de Boleto,DESTRO BRASIL DISTRIBUICAO,2022-09-19 00:00:00,"1513,74"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-09-19 00:00:00,"99,24"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-09-19 00:00:00,"106,34"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-09-19 00:00:00,"115,60"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-09-19 00:00:00,"159,09"
Pagamento de Boleto,DEYCON COMERCIO D LTDA,2022-09-19 00:00:00,"194,19"
Pagamento de Boleto,DISTRIBUIDORA AUTO P M I LTDA,2022-09-19 00:00:00,"184,37"
Pagamento de Boleto,DISTRIBUIDORA MULLER COMERCIO REPRESEN,2022-09-19 00:00:00,"201,75"
Pagamento de Boleto,DOMICIO JERONIMO EIRELI,2022-09-19 00:00:00,"690,00"
Pagamento de Boleto,EJD INFORMATICA EIRELE ME,2022-09-19 00:00:00,"320,00"
Pagamento de Boleto,FIDC VERDECARD,2022-09-19 00:00:00,"272,98"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-09-19 00:00:00,"120,39"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-09-19 00:00:00,"197,09"
Pagamento de Boleto,FUNDO DE DESENVOLVIMENTO AGROP,2022-09-19 00:00:00,"544,19"
Pagamento de Boleto,GAVEA SUL FIDC MULTISSETORIAL LP,2022-09-19 00:00:00,"979,96"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-19 00:00:00,"5,40"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-19 00:00:00,"10,79"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-19 00:00:00,"11,30"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-19 00:00:00,"23,81"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-09-19 00:00:00,"372,44"
Pagamento de Boleto,JORGE MOTTER & FILHOS LTDA,2022-09-19 00:00:00,"384,58"
Pagamento de Boleto,LACTALIS BR,2022-09-19 00:00:00,"2226,00"
Pagamento de Boleto,MADEIREIRA ALEXANDRE LTDA EPP,2022-09-19 00:00:00,"600,00"
Pagamento de Boleto,MERCADOPAGO.COM REPRESENTACOES LTDA,2022-09-19 00:00:00,"373,56"
Pagamento de Boleto,NEON PAGAMENTOS S.A.,2022-09-19 00:00:00,"30,00"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-09-19 00:00:00,"44,87"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-19 00:00:00,"55,91"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-19 00:00:00,"586,57"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-19 00:00:00,"778,77"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-19 00:00:00,"899,52"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-19 00:00:00,"2100,61"
Pagto conta telefone,OI MOVEL SUL-CENTRO OESTE,2022-09-19 00:00:00,"60,56"
Pagto conta telefone,OI SA TV,2022-09-19 00:00:00,"144,46"
Pagamento de Boleto,OMNI S A CREDITO FINANCIAMENTO E INVES,2022-09-19 00:00:00,"2000,00"
Pagamento de Boleto,PEPA DISTRIBUIDORA M E C LT,2022-09-19 00:00:00,"362,72"
Pagamento de Boleto,PEPSICO DO BRASIL LTDA,2022-09-19 00:00:00,"845,81"
Pagamento de Boleto,PREFEITURA DE ORLEANS,2022-09-19 00:00:00,"56,41"
Pagamento de Boleto,PREFEITURA DE ORLEANS,2022-09-19 00:00:00,"97,59"
Pagamento de Boleto,PREFEITURA DE ORLEANS MULTA DE TRANSIT,2022-09-19 00:00:00,"234,78"
Pagamento de Boleto,RECAPNEU DG LTDA,2022-09-19 00:00:00,"573,00"
Pagamento de Boleto,REDOL ALIMENTOS LTDA,2022-09-19 00:00:00,"1033,20"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-19 00:00:00,"15,00"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-19 00:00:00,"19,20"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-19 00:00:00,"21,00"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-19 00:00:00,"25,50"
Pagamento de Boleto,RV TECNOLOGIA E SISTEMAS S.A.,2022-09-19 00:00:00,"456,79"
Pagamento de Boleto,S O S ALIMENTOS E TRANSP LTDA,2022-09-19 00:00:00,"534,05"
Pagamento de Boleto,S O S ALIMENTOS E TRANSP LTDA,2022-09-19 00:00:00,"578,48"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"34,83"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"35,80"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"52,32"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"55,73"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"57,17"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"58,31"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"58,74"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"59,80"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"65,87"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"66,50"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"88,30"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"94,51"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"99,05"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"99,84"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"102,25"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"106,43"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"111,44"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"130,40"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"135,18"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"137,57"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"186,08"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"219,41"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-19 00:00:00,"539,31"
Pagamento de Boleto,SERVOPA,2022-09-19 00:00:00,"108,13"
Pagamento de Boleto,Shopee PROCESSADO POR ADYEN,2022-09-19 00:00:00,"21,45"
Pagamento de Boleto,STAPAZZOLI INDUSTRIA DE ALIMENTOS LTDA,2022-09-19 00:00:00,"1052,80"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"35,99"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"52,90"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"60,99"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"62,33"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"75,75"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"75,99"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"77,92"
Pagto conta telefone,TIM S/A,2022-09-19 00:00:00,"100,30"
Pagamento de Boleto,TIROL ORLEANS,2022-09-19 00:00:00,"236,40"
Pagamento de Boleto,TIROL ORLEANS,2022-09-19 00:00:00,"350,94"
Pagamento de Boleto,TRENTINO COMERCIAL DE VEICULOS,2022-09-19 00:00:00,"159,00"
Pagamento de Boleto,UNIVERSAL PNEUS LTDA,2022-09-19 00:00:00,"365,00"
Pagamento de Boleto,UNIVERSAL PNEUS LTDA,2022-09-19 00:00:00,"620,00"
Pagto conta telefone,VIVO PR E SC,2022-09-19 00:00:00,"44,99"
Pagto conta telefone,VIVO PR E SC,2022-09-19 00:00:00,"61,99"
Pagamento de Boleto,3D TELECOMUNICACOES LTDA,2022-09-20 00:00:00,"99,90"
Pagamento de Boleto,ATEKY INTERNET EIRELI ME,2022-09-20 00:00:00,"99,90"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-09-20 00:00:00,"53,19"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-09-20 00:00:00,"99,90"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-09-20 00:00:00,"109,90"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-09-20 00:00:00,"119,90"
Pagamento de Boleto,ATEKY INTERNET LTDA,2022-09-20 00:00:00,"129,90"
Pagamento de Boleto,BANCO BRADESCO FINANCIAMENTOS SA,2022-09-20 00:00:00,"783,83"
Pagamento de Boleto,BANCO CSF S.A.,2022-09-20 00:00:00,"255,83"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"42,47"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"45,77"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"209,58"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"219,25"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"264,67"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"324,94"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"836,40"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-20 00:00:00,"1586,05"
Pagamento de Boleto,BANCO PAN S.A.,2022-09-20 00:00:00,"368,47"
Pagamento de Boleto,BANCO PAN SA,2022-09-20 00:00:00,"687,75"
Pagamento de Boleto,BANCO PAN SA,2022-09-20 00:00:00,"691,95"
Pagamento de Boleto,BANCO PAN SA,2022-09-20 00:00:00,"1288,99"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"99,90"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"153,19"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"159,90"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"165,36"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"227,00"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-20 00:00:00,"260,00"
Pagamento de Boleto,BANCO VOTORANTIM S/A,2022-09-20 00:00:00,"599,00"
Pagamento de Boleto,BCO ABC BRASIL S.A.,2022-09-20 00:00:00,"676,63"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-20 00:00:00,"49,99"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-20 00:00:00,"212,50"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-20 00:00:00,"285,50"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-20 00:00:00,"569,69"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-20 00:00:00,"747,07"
Pagamento de Boleto,BCO CITIBANK S.A.,2022-09-20 00:00:00,"555,29"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-09-20 00:00:00,"75,00"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-09-20 00:00:00,"116,81"
Pagamento de Boleto,BCO COOPERATIVO SICREDI S.A.,2022-09-20 00:00:00,"222,20"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-09-20 00:00:00,"106,84"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-09-20 00:00:00,"402,20"
Pagamento de Boleto,BEBIDAS NUERNBERG LTDA,2022-09-20 00:00:00,"297,48"
Pagamento de Boleto,BPP Instituicao de Pagamento S.A.,2022-09-20 00:00:00,"174,00"
Pagamento de Boleto,BPP Instituicao de Pagamento S.A.,2022-09-20 00:00:00,"204,70"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-09-20 00:00:00,"102,14"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-09-20 00:00:00,"122,68"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-09-20 00:00:00,"141,00"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"25,56"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"33,32"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"83,09"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"92,18"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"120,02"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"127,00"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"155,87"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"161,38"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"178,62"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"220,70"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"224,55"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-20 00:00:00,"5740,67"
Pagamento de Boleto,CELESC DISTRIBUICAO SA,2022-09-20 00:00:00,"27,33"
Pagamento de Boleto,CELESC DISTRIBUICAO SA,2022-09-20 00:00:00,"36,03"
Pagto Energia Elétrica,CELESC DISTRIBUICAO SA,2022-09-20 00:00:00,"701,50"
Pagamento de Boleto,COMERCIAL DE GAS LAUROMULLENSE LTDA,2022-09-20 00:00:00,"63,00"
Pagamento de Boleto,COMERCIAL DE GAS LAUROMULLENSE LTDA,2022-09-20 00:00:00,"189,00"
Pagamento de Boleto,CONF NAC COOP CENTRAIS UNICRED,2022-09-20 00:00:00,"119,90"
Pagamento de Boleto,CONF NAC COOP CENTRAIS UNICRED,2022-09-20 00:00:00,"455,00"
Pagamento de Boleto,COOPERATIVA DE ELETRICIDADE DE SAO LUD,2022-09-20 00:00:00,"158,61"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"69,82"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"98,62"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"114,65"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"176,55"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"235,80"
Pagamento conta luz,COORSEL,2022-09-20 00:00:00,"962,52"
Impostos,DARF        - 20.632.517/0001-00 -0561,2022-09-20 00:00:00,"249,00"
Impostos,DAS - SIMPLES NACIONAL,2022-09-20 00:00:00,"61,60"
Impostos,DAS - SIMPLES NACIONAL,2022-09-20 00:00:00,"65,60"
Impostos,DAS - SIMPLES NACIONAL,2022-09-20 00:00:00,"66,60"
Impostos,DAS - SIMPLES NACIONAL,2022-09-20 00:00:00,"162,00"
Pagamento de Boleto,DESTRO BRASIL DISTRIBUICAO,2022-09-20 00:00:00,"1081,20"
Pagto conta telefone,EMBRATEL,2022-09-20 00:00:00,"90,65"
Pagto cartão crédito,EMPRESARIAL VISA,2022-09-20 00:00:00,"19,00"
Pagamento de Boleto,ENGEPLUS TELECOM LTDA,2022-09-20 00:00:00,"89,90"
Pagamento de Boleto,ENGEPLUS TELECOM LTDA - EPP,2022-09-20 00:00:00,"69,90"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-09-20 00:00:00,"34,49"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-09-20 00:00:00,"103,13"
Pagamento conta luz,FORCA E LUZ URUSSANGA,2022-09-20 00:00:00,"141,39"
Pagamento de Boleto,G  A ENGENHARIA E TOPOGRAFIA LTDA,2022-09-20 00:00:00,"250,00"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-20 00:00:00,"5,40"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-20 00:00:00,"10,79"
Impostos,GRU-GUIA RECOL.UNIAO(REF),2022-09-20 00:00:00,"22,59"
Pagto via Auto-Atend.BB,GRU-GUIA RECOLHIM. UNIAO,2022-09-20 00:00:00,"5,40"
Pagamento de Boleto,HAMILTON BAGIO ZOMER,2022-09-20 00:00:00,"81,90"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-09-20 00:00:00,"39,90"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-09-20 00:00:00,"359,33"
Pagamento de Boleto,ITAU UNIBANCO S.A.,2022-09-20 00:00:00,"693,95"
Pgto conta água,JAGUARUNA SANEAMENTO,2022-09-20 00:00:00,"59,78"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-09-20 00:00:00,"384,33"
Pagamento de Boleto,NU PAGAMENTOS - IP,2022-09-20 00:00:00,"547,37"
Pagamento de Boleto,NU PAGAMENTOS SA,2022-09-20 00:00:00,"42,54"
Pagto conta telefone,OI S.A.(PR),2022-09-20 00:00:00,"55,43"
Pagto conta telefone,OI S.A.(PR),2022-09-20 00:00:00,"88,89"
Pagto conta telefone,OI SA TV,2022-09-20 00:00:00,"139,90"
Pagamento de Boleto,PEDRO MUFFATO E CIA LTDA,2022-09-20 00:00:00,"252,47"
Pagamento de Boleto,PEDRO MUFFATO E CIA LTDA,2022-09-20 00:00:00,"259,60"
Pagamento de Boleto,PREFEITURA DE ORLEANS,2022-09-20 00:00:00,"218,54"
Pagamento de Boleto,PROSULASSOCIACAO DE BENEFICIOS,2022-09-20 00:00:00,"84,91"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"10,50"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"13,50"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"19,00"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"19,50"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"133,32"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"465,56"
Impostos,RFB-DARF CODIGO DE BARRAS,2022-09-20 00:00:00,"999,69"
Pagamento de Boleto,RV TECNOLOGIA E SISTEMAS S.A.,2022-09-20 00:00:00,"186,72"
Pagamento Fatura de Água,SAMAE ORLEANS,2022-09-20 00:00:00,"193,28"
Pgto conta água,SAMAE-URUSSANGA,2022-09-20 00:00:00,"34,24"
Pgto conta água,SAMAE-URUSSANGA,2022-09-20 00:00:00,"35,00"
Pgto conta água,SAMAE-URUSSANGA,2022-09-20 00:00:00,"83,24"
Pagamento de Boleto,SEPAC - S ENSINO PREPAR APERF. CRICIUM,2022-09-20 00:00:00,"1050,00"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"27,89"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"34,83"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"35,80"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"47,50"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"53,84"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"55,73"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"57,23"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"57,53"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"58,31"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"65,87"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"67,80"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"69,05"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"69,66"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"72,32"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"73,52"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"76,00"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"81,84"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"90,59"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"94,70"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"96,29"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"115,95"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"120,17"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"128,83"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"133,85"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"137,57"
Pgto conta água,SERVICO AUTONOMO MUNICIPA,2022-09-20 00:00:00,"176,24"
Pagto conta telefone,SKY SERVICOS,2022-09-20 00:00:00,"149,90"
Pagamento de Boleto,SPAL INDUSTRIA BRASILEIRA BEBIDAS SA,2022-09-20 00:00:00,"10,81"
Pagamento de Boleto,SPAL INDUSTRIA BRASILEIRA BEBIDAS SA,2022-09-20 00:00:00,"15,00"
Pagamento de Boleto,SPAL INDUSTRIA BRASILEIRA BEBIDAS SA,2022-09-20 00:00:00,"28,90"
Pagamento de Boleto,SPAL INDUSTRIA BRASILEIRA BEBIDAS SA,2022-09-20 00:00:00,"73,48"
Pagamento de Boleto,SPAL INDUSTRIA BRASILEIRA BEBIDAS SA,2022-09-20 00:00:00,"960,20"
Pagamento de Boleto,TAC NET TELECOM LTDA ME,2022-09-20 00:00:00,"99,90"
Pagto conta telefone,TIM S/A,2022-09-20 00:00:00,"40,99"
Pagto conta telefone,TIM S/A,2022-09-20 00:00:00,"41,78"
Pagto conta telefone,TIM S/A,2022-09-20 00:00:00,"50,99"
Pagto conta telefone,TIM S/A,2022-09-20 00:00:00,"60,81"
Pagto conta telefone,VIVO PR E SC,2022-09-20 00:00:00,"35,76"
Pagamento de Boleto,ASSOCIACAO DE BENEFICIOS,2022-09-21 00:00:00,"85,39"
Pagamento de Boleto,ATACADAO S.A.,2022-09-21 00:00:00,"419,95"
Pagamento de Boleto,ATACADAO S.A.,2022-09-21 00:00:00,"4776,24"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-21 00:00:00,"297,57"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-21 00:00:00,"404,16"
Pagamento de Boleto,BANCO DO BRASIL,2022-09-21 00:00:00,"405,60"
Pagamento de Boleto,BANCO J.SAFRA S A,2022-09-21 00:00:00,"906,69"
Pagamento de Boleto,BANCO J.SAFRA S/A,2022-09-21 00:00:00,"593,15"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-21 00:00:00,"202,79"
Pagamento de Boleto,BANCO SICOOB S.A.,2022-09-21 00:00:00,"283,45"
Pagamento de Boleto,BANCO VOTORANTIM S.A.,2022-09-21 00:00:00,"707,23"
Pagamento de Boleto,BCO BRADESCO S.A.,2022-09-21 00:00:00,"228,92"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-09-21 00:00:00,"37,33"
Pagamento de Boleto,BCO SANTANDER (BRASIL) S.A.,2022-09-21 00:00:00,"629,04"
Pagamento de Boleto,BMG FOODS IMPORTACAO E EXPORTACAO LTDA,2022-09-21 00:00:00,"3982,58"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-09-21 00:00:00,"140,00"
Pagamento de Boleto,CAIXA ECONOMICA FEDERAL,2022-09-21 00:00:00,"1517,03"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"72,98"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"129,36"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"209,42"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"273,31"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"290,43"
Pagamento conta luz,CELESC DISTRIBUICAO S.A.,2022-09-21 00:00:00,"425,17"
Pagamento de Boleto,CELESC DISTRIBUICAO SA,2022-09-21 00:00:00,"161,06"
Pagamento de Boleto,CELESC DISTRIBUICAO SA,2022-09-21 00:00:00,"287,86"
Pagamento de Boleto,CONF NAC COOP CENTRAIS UNICRED,2022-09-21 00:00:00,"98,65"
Pagamento conta luz,COORSEL,2022-09-21 00:00:00,"66,30"
Pagamento conta luz,COORSEL,2022-09-21 00:00:00,"239,17"
